"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst"
"32.10.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","battery life","battery","positive","1","AFFECTIVE-REACTION"
"32.11.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","zoom","zoom","positive","1","AFFECTIVE-REACTION"
"32.12.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","price","price","positive","1","AFFECTIVE-REACTION"
"32.13.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","camera","camera","negative","-1","STATEMENT"
"32.14.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","firewire","firewire","negative","-1","AFFECTIVE-REACTION"
"32.15.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","usb","usb","positive","1","STATEMENT"
"32.16.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","viewfinder","viewfinder","negative","-1","STATEMENT"
"32.18.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","viewfinder","viewfinder","positive","1","STATEMENT"
"32.19.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","viewfinder","viewfinder","neutral","0","STATEMENT"
"32.20.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","battery","battery","negative","-1","STATEMENT"
"32.21.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","adapter","adapter","negative","-1","STATEMENT"
"32.22.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","adapter","adapter","negative","-1","STATEMENT"
"32.23.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","camera","camera","neutral","0","STATEMENT"
"33.1.1","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","other","other","neutral","0","STATEMENT"
"33.2.1","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","image","pictures","positive","1","AFFECTIVE-REACTION"
"33.3.1","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","auto mode","auto mode","positive","1","AFFECTIVE-REACTION"
"33.3.2","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","scene mode","scene mode","positive","1","STATEMENT"
"33.3.3","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","manual mode","manual mode","positive","1","STATEMENT"
"33.4.1","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","size","size","positive","1","AFFECTIVE-REACTION"
"33.5.1","Nikon Coolpix 4300","2024-05-18T17:02:01.644Z","User-NiSg4","camera","camera","positive","1","AFFECTIVE-REACTION"
"34.1.1","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","camera","camera","positive","1","AFFECTIVE-REACTION"
"34.2.1","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","camera chip","camera chip","neutral","0","STATEMENT"
"34.2.2","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","zoom","zoom","neutral","0","STATEMENT"
"34.2.3","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","closeup mode","closeup mode","positive","1","AFFECTIVE-REACTION"
"34.2.4","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","battery","battery","positive","1","AFFECTIVE-REACTION"
"34.3.1","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","camera","camera","neutral","0","STATEMENT"
"34.3.2","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","usability","usability","positive","1","AFFECTIVE-REACTION"
"34.3.3","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","size","size","positive","1","AFFECTIVE-REACTION"
"34.3.4","Nikon Coolpix 4300","2024-05-17T14:26:27.325Z","User-hhfWq","image quality","pictures","positive","1","AFFECTIVE-REACTION"
